idno,psu,stratify,TVTOT,TRSTPLC,VOTE,LRSCALE,STFLIFE,STFECO,STFGOV,HEALTH,GNDR,AGEA,EISCED,DWEIGHT,PSPWGHT,male,agecat,marcat,voted_lastelection,lr3cat
3201,223,Central FO,7,1,2,5,6,1,1,4,2,55,4,2.37,2.27,0,3,1,0,2
3202,223,Central FO,5,0,2,5,8,3,2,4,1,49,4,1.18,1.6,1,3,1,0,2
3203,223,Central FO,1,4,1,5,7,2,6,2,2,48,5,1.18,0.94,0,3,1,1,2
3204,223,Central FO,4,6,1,5,10,7,7,2,1,19,5,1.77,1.87,1,1,3,1,2
3205,223,Central FO,7,3,2,5,3,3,3,2,2,23,5,1.77,1.65,0,1,3,0,2
3206,223,Central FO,4,0,2,6,7,3,6,2,1,24,5,1.18,1.25,1,1,1,0,3
3207,223,Central FO,7,2,1,5,7,2,2,2,1,26,5,1.18,1.25,1,1,1,1,2
3208,223,Central FO,7,2,1,7,9,5,5,4,2,63,5,1.18,1.14,0,4,1,1,3
3209,223,Central FO,5,0,2,4,8,3,3,2,2,53,5,1.18,0.94,0,3,2,0,1
3211,223,Central FO,5,2,1,5,9,2,2,3,2,53,5,1.18,0.94,0,3,2,1,2
3251,223,Central FO,6,1,1,10,9,4,5,2,1,24,5,1.89,2,1,1,2,1,3
3252,223,Central FO,6,5,1,5,9,5,5,3,2,88,1,0.95,1.66,0,4,3,1,2
3253,223,Central FO,7,1,1,9,8,4,4,2,1,75,5,1.89,1.88,1,4,1,1,3
3254,223,Central FO,6,3,1,5,10,3,8,4,1,59,4,1.89,1.88,1,3,1,1,2
3255,223,Central FO,5,2,1,88,8,3,2,1,1,23,4,1.89,2,1,1,3,1,
3301,224,Central FO,4,5,1,4,3,5,5,4,2,60,7,1.25,0.8,0,4,1,1,1
3302,224,Central FO,0,,2,88,9,6,7,2,1,32,7,0.84,0.98,1,2,1,0,
3303,224,Central FO,2,4,2,6,4,4,4,2,2,37,7,0.42,0.31,0,2,2,0,3
3304,224,Central FO,3,4,1,7,7,6,6,2,1,64,4,1.25,1.24,1,4,2,1,3
3305,224,Central FO,0,6,1,88,4,5,5,2,1,25,5,1.67,1.76,1,1,1,1,
3306,224,Central FO,3,5,2,88,8,7,7,2,2,24,5,1.67,1.55,0,1,3,0,
3309,224,Central FO,1,6,2,8,8,6,6,2,2,25,4,1.67,1.55,0,1,1,0,3
3310,224,Central FO,4,7,1,6,7,6,6,2,1,39,4,0.84,1.13,1,2,3,1,3
3311,224,Central FO,5,4,2,5,4,3,5,4,2,73,2,0.42,0.73,0,4,2,0,2
3312,224,Central FO,4,,1,8,9,8,9,2,1,29,7,0.84,0.98,1,1,1,1,3
3331,224,Central FO,1,9,1,7,5,5,5,4,2,22,7,1.25,1.34,0,1,3,1,3
3332,224,Central FO,3,9,1,8,8,3,3,3,2,32,7,1.25,1.34,0,2,1,1,3
3333,224,Central FO,4,4,1,5,7,3,3,3,1,58,7,1.25,1.8,1,3,1,1,2
3334,224,Central FO,0,4,1,88,4,3,5,2,1,22,5,1.25,1.31,1,1,3,1,
3335,224,Central FO,0,2,1,8,9,2,2,3,2,39,4,1.87,1.49,0,2,1,1,3
3336,224,Central FO,2,5,1,5,5,5,2,3,2,23,6,1.25,1.34,0,1,1,1,2
3338,224,Central FO,3,4,1,5,7,4,2,3,2,32,6,1.25,1.34,0,2,3,1,2
3339,224,Central FO,2,6,1,5,6,3,3,2,2,40,6,1.87,1.41,0,2,1,1,2
3371,225,Central FO,2,0,2,3,5,3,0,1,1,31,5,0.83,0.88,1,2,1,0,1
3372,225,Central FO,4,0,2,88,5,0,0,3,1,20,5,1.67,1.76,1,1,3,0,
3373,225,Central FO,7,0,1,5,1,0,0,5,2,62,7,0.83,0.53,0,4,2,1,2
3374,225,Central FO,3,2,1,88,0,0,0,3,2,54,5,0.83,0.66,0,3,2,1,
3375,225,Central FO,6,0,1,88,10,0,0,4,1,42,7,1.25,1.19,1,2,1,1,
3377,225,Central FO,5,1,3,5,9,0,0,2,2,16,2,1.25,1.61,0,1,3,0,2
3378,225,Central FO,3,0,1,88,5,0,1,3,2,40,7,1.67,1.25,0,2,1,1,
3379,225,Central FO,2,0,2,88,2,0,0,3,1,27,5,0.83,0.88,1,1,1,0,
3380,225,Central FO,,5,1,5,5,2,5,2,2,53,4,1.25,0.99,0,3,3,1,2
3381,225,Central FO,1,5,1,5,5,5,5,3,1,36,4,1.25,1.69,1,2,1,1,2
3382,225,Central FO,3,2,3,88,2,0,3,4,2,18,4,1.25,1.16,0,1,3,0,
3401,225,Central FO,0,1,2,5,8,2,0,3,1,32,4,3.64,3.83,1,2,1,0,2
3402,225,Central FO,1,1,1,5,6,1,1,2,1,33,5,3.64,3.83,1,2,1,1,2
3403,225,Central FO,1,0,2,5,2,0,0,3,1,30,5,1.82,1.92,1,2,1,0,2
3404,225,Central FO,5,0,1,5,7,1,1,2,2,65,7,1.82,1.15,0,4,2,1,2
3405,225,Central FO,7,5,2,88,5,0,0,3,1,62,4,1.82,1.8,1,4,1,0,
3409,621807,Ural FO,5,2,1,2,8,6,6,2,1,50,5,0.83,1.16,1,3,1,1,1
3421,226,Central FO,4,3,3,6,8,,6,1,1,16,2,1.21,1.82,1,1,3,0,3
3422,226,Central FO,5,8,3,9,6,,8,2,2,17,2,0.81,1.04,0,1,3,0,3
3423,226,Central FO,6,9,1,9,3,,8,4,2,73,5,0.4,0.39,0,4,2,1,3
3424,226,Central FO,3,,1,5,,3,4,3,1,45,4,0.4,0.55,1,3,,1,2
3426,226,Central FO,0,,1,88,7,3,3,3,2,63,5,0.4,0.39,0,4,2,1,
3427,226,Central FO,6,10,1,9,7,9,9,2,2,30,5,0.81,0.75,0,2,3,1,3
3428,226,Central FO,7,3,2,5,6,4,4,1,1,20,5,0.4,0.42,1,1,3,0,2
3429,226,Central FO,3,1,1,88,9,3,4,2,2,29,7,0.81,0.87,0,1,1,1,
3430,226,Central FO,7,7,1,9,8,4,6,3,1,73,7,0.81,1.17,1,4,1,1,3
3431,226,Central FO,2,3,1,8,8,8,6,1,1,40,5,0.81,1.09,1,2,1,1,3
3432,226,Central FO,5,5,1,8,8,4,4,2,2,24,7,0.81,0.87,0,1,3,1,3
3433,226,Central FO,5,4,1,3,6,2,3,3,2,46,7,1.21,0.91,0,3,2,1,1
3461,226,Central FO,4,0,1,88,5,0,5,4,2,65,7,0.88,0.56,0,4,2,1,
3462,226,Central FO,5,6,2,88,7,4,5,2,2,30,4,1.76,1.63,0,2,1,0,
3464,226,Central FO,2,5,1,88,8,3,5,2,2,30,5,0.88,0.82,0,2,,1,
3465,226,Central FO,0,5,2,88,6,2,,2,2,29,7,0.88,0.95,0,1,3,0,
3466,226,Central FO,7,2,2,88,4,3,,3,1,77,5,1.76,1.75,1,4,1,0,
3481,227,Central FO,6,,1,5,10,3,3,2,1,38,5,1.3,1.76,1,2,1,1,2
3482,227,Central FO,7,6,3,88,7,5,7,3,1,18,4,1.95,2.06,1,1,3,0,
3483,227,Central FO,5,4,1,88,8,6,5,2,2,62,5,3.25,3.12,0,4,2,1,
3484,227,Central FO,5,2,1,5,4,2,7,3,2,29,5,1.95,1.81,0,1,3,1,2
3485,227,Central FO,4,3,1,3,4,3,2,3,2,56,4,0.65,0.62,0,3,2,1,1
3486,227,Central FO,7,4,1,4,6,4,5,2,1,42,5,1.3,1.76,1,2,2,1,1
3487,227,Central FO,4,6,2,5,6,5,3,4,1,74,5,1.3,1.29,1,4,1,0,2
3488,227,Central FO,3,5,1,5,6,5,6,3,1,61,2,1.3,1.79,1,4,1,1,2
3501,227,Central FO,6,7,1,88,5,7,7,3,2,38,5,1.16,0.92,0,2,2,1,
3502,227,Central FO,0,8,1,7,4,4,8,4,2,75,5,0.58,0.56,0,4,2,1,3
3503,227,Central FO,7,3,2,5,4,2,2,4,1,66,5,0.58,0.57,1,4,2,0,2
3504,227,Central FO,6,7,1,3,4,1,3,4,1,66,4,2.89,2.87,1,4,1,1,1
3505,227,Central FO,4,3,1,6,6,5,4,2,1,62,6,0.58,0.84,1,4,2,1,3
3506,227,Central FO,4,2,2,6,6,6,5,2,2,47,5,0.58,0.46,0,3,1,0,3
3507,227,Central FO,5,2,1,4,6,5,4,3,2,50,5,1.74,1.38,0,3,1,1,1
3508,227,Central FO,7,2,1,6,6,4,3,3,2,62,5,0.58,0.56,0,4,2,1,3
3509,227,Central FO,7,2,1,5,6,3,3,4,2,82,2,0.58,1.01,0,4,2,1,2
3521,228,Central FO,7,10,1,7,10,3,3,4,2,73,2,0.43,0.76,0,4,2,1,3
3523,228,Central FO,7,5,1,88,6,5,6,2,1,30,5,0.87,0.91,1,2,2,1,
3524,228,Central FO,7,5,1,88,9,,3,1,1,32,5,0.87,0.91,1,2,1,1,
3525,228,Central FO,7,0,1,88,6,5,8,2,2,54,5,0.87,0.69,0,3,2,1,
3526,228,Central FO,7,2,1,88,5,6,7,2,2,55,5,0.43,0.42,0,3,2,1,
3527,228,Central FO,7,9,1,8,9,4,4,4,2,70,2,0.43,0.76,0,4,2,1,3
3528,228,Central FO,7,5,1,88,5,5,8,2,2,59,5,0.87,0.83,0,3,2,1,
3530,228,Central FO,7,5,1,88,8,,4,1,1,30,5,0.87,0.91,1,2,1,1,
3531,228,Central FO,7,5,1,88,5,4,7,2,2,60,5,0.87,0.83,0,4,2,1,
3532,228,Central FO,7,5,1,88,7,,5,1,1,48,5,0.87,1.18,1,3,1,1,
3541,228,Central FO,2,5,2,88,5,3,3,3,2,30,5,0.52,0.48,0,2,2,0,
3542,228,Central FO,1,3,2,5,4,2,3,2,1,34,2,0.52,0.78,1,2,3,0,2
3543,228,Central FO,4,3,2,88,4,1,1,2,1,36,4,1.04,1.41,1,2,1,0,
3544,228,Central FO,7,6,1,8,8,5,6,4,2,65,4,2.08,2,0,4,2,1,3
3545,228,Central FO,2,5,2,88,4,2,1,3,1,34,5,1.04,1.1,1,2,1,0,
3546,228,Central FO,2,5,1,88,5,3,,4,2,72,7,0.52,0.33,0,4,2,1,
3561,228,Central FO,2,2,1,5,3,4,5,3,2,27,5,1.04,0.97,0,1,,1,2
3562,228,Central FO,7,5,1,2,5,3,7,4,2,78,1,0.52,0.91,0,4,2,1,1
3563,228,Central FO,3,3,2,88,5,3,5,3,1,60,5,1.56,1.55,1,4,1,0,
3564,228,Central FO,1,5,2,88,2,,5,1,1,40,4,0.52,0.71,1,2,3,0,
3604,311807,Volga FO,7,0,1,88,4,5,10,4,1,63,5,1.73,1.4,1,4,1,1,
3606,311807,Volga FO,7,1,1,88,2,1,3,3,2,68,2,0.58,0.82,0,4,3,1,
3607,311807,Volga FO,5,3,1,5,2,2,3,4,2,58,2,0.58,0.82,0,3,,1,2
3611,311807,Volga FO,2,3,1,88,2,2,2,3,2,41,4,1.15,0.75,0,2,1,1,
3612,312807,Volga FO,7,,2,5,3,3,3,3,2,59,4,0.37,0.29,0,3,3,0,2
3615,312807,Volga FO,7,5,1,5,7,4,4,3,1,55,5,1.84,1.48,1,3,1,1,2
3620,312807,Volga FO,0,7,1,5,6,2,0,2,1,26,7,0.73,0.7,1,1,1,1,2
3621,312807,Volga FO,0,2,2,5,5,4,5,2,1,23,7,1.1,1.05,1,1,3,0,2
3626,313807,Volga FO,3,5,2,5,0,2,0,4,1,27,6,0.48,0.46,1,1,3,0,2
3630,313807,Volga FO,7,5,1,7,3,2,10,5,2,72,7,0.48,0.25,0,4,2,1,3
3631,313807,Volga FO,1,8,1,5,3,3,5,2,1,27,4,0.95,0.81,1,1,1,1,2
3632,313807,Volga FO,4,1,2,4,9,0,1,3,2,34,7,0.24,0.21,0,2,3,0,1
3637,314807,Volga FO,2,2,1,5,4,6,7,3,2,82,5,0.31,0.24,0,4,2,1,2
3638,314807,Volga FO,3,3,1,5,7,8,7,2,2,47,5,0.31,0.2,0,3,3,1,2
3639,314807,Volga FO,3,2,1,5,6,8,8,3,2,65,4,0.93,0.73,0,4,1,1,2
3640,314807,Volga FO,4,3,1,5,9,8,8,3,1,58,7,0.62,0.73,1,3,1,1,2
3643,314807,Volga FO,4,1,1,5,6,6,8,3,1,59,5,0.93,0.75,1,3,1,1,2
3644,314807,Volga FO,4,2,1,5,8,6,9,3,2,62,5,0.62,0.49,0,4,1,1,2
3645,314807,Volga FO,4,1,1,5,5,6,9,2,2,84,1,0.31,0.44,0,4,2,1,2
3646,314807,Volga FO,5,2,1,5,8,7,8,2,2,44,5,0.62,0.4,0,2,2,1,2
3647,312807,Volga FO,1,6,1,7,9,9,7,2,2,19,4,0.73,0.55,0,1,3,1,3
3663,313807,Volga FO,4,3,1,5,3,0,3,2,1,27,7,0.71,0.68,1,1,3,1,2
3668,313807,Volga FO,1,0,1,5,9,4,2,2,1,31,7,0.48,0.46,1,2,1,1,2
3671,313807,Volga FO,4,5,1,6,7,5,6,2,2,60,7,1.19,0.61,0,4,1,1,3
3672,313807,Volga FO,5,2,1,2,10,3,6,3,2,30,7,0.24,0.21,0,2,3,1,1
3681,314807,Volga FO,5,4,1,9,8,5,8,2,2,58,7,0.62,0.32,0,3,1,1,3
3683,314807,Volga FO,4,2,2,7,8,3,0,2,1,29,5,0.93,0.8,1,1,3,0,3
3701,321807,Volga FO,4,1,1,3,4,3,2,3,1,69,7,0.84,0.99,1,4,1,1,1
3706,321807,Volga FO,0,1,1,5,5,3,2,3,1,29,4,0.84,0.72,1,1,1,1,2
3707,321807,Volga FO,6,2,1,10,3,3,2,3,1,35,4,0.84,0.93,1,2,2,1,3
3708,321807,Volga FO,5,0,2,10,3,3,3,3,1,58,7,1.26,1.49,1,3,1,0,3
3710,321807,Volga FO,2,0,2,88,2,3,,4,2,77,1,0.42,0.6,0,4,,0,
3712,321807,Volga FO,3,1,1,3,3,2,2,3,2,56,7,0.42,0.22,0,3,3,1,1
3713,321807,Volga FO,0,1,3,8,4,3,4,2,2,18,4,0.84,0.63,0,1,3,0,3
3714,321807,Volga FO,0,0,1,88,10,0,0,1,1,26,2,0.42,0.52,1,1,,1,
3717,321807,Volga FO,3,1,2,4,5,4,4,4,2,43,4,0.42,0.27,0,2,2,0,1
3719,321807,Volga FO,0,1,2,2,2,2,2,3,2,27,7,0.42,0.37,0,1,2,0,1
3721,322807,Volga FO,4,2,2,3,4,4,5,3,2,45,7,1.6,0.98,0,3,1,0,1
3722,322807,Volga FO,3,5,2,6,5,6,6,3,1,47,7,1.07,0.83,1,3,1,0,3
3723,322807,Volga FO,3,5,2,3,5,7,5,4,2,46,7,1.6,0.98,0,3,1,0,1
3724,322807,Volga FO,4,5,2,2,3,6,4,3,1,45,7,1.6,1.24,1,3,1,0,1
3725,322807,Volga FO,4,3,2,5,4,5,4,2,2,47,7,1.07,0.65,0,3,1,0,2
3726,322807,Volga FO,4,5,2,5,5,5,4,4,1,45,7,1.07,0.83,1,3,1,0,2
3727,322807,Volga FO,3,4,1,5,6,5,5,3,2,45,7,1.07,0.65,0,3,1,1,2
3728,322807,Volga FO,4,3,1,4,6,4,4,2,2,45,7,1.6,0.98,0,3,1,1,1
3729,322807,Volga FO,4,4,2,4,6,4,4,2,1,50,7,1.07,0.83,1,3,1,0,1
3730,322807,Volga FO,3,5,2,6,5,3,5,3,1,49,7,1.6,1.24,1,3,1,0,3
3731,322807,Volga FO,2,4,2,7,4,4,4,2,1,48,7,1.07,0.83,1,3,,0,3
3753,331807,Volga FO,5,6,2,88,7,5,5,2,2,53,4,2.42,1.56,0,3,1,0,
3755,331807,Volga FO,3,0,1,5,6,6,7,3,2,60,4,1.21,0.94,0,4,2,1,2
3757,331807,Volga FO,4,0,1,5,6,7,6,3,2,65,4,1.21,0.94,0,4,1,1,2
3759,331807,Volga FO,2,5,1,5,6,4,5,3,2,41,5,1.81,1.17,0,2,2,1,2
3760,331807,Volga FO,4,5,1,5,6,6,6,2,1,20,4,2.42,2.07,1,1,3,1,2
3761,331807,Volga FO,5,1,2,88,4,4,4,3,2,40,5,1.81,1.17,0,2,2,0,
3762,331807,Volga FO,4,5,1,5,8,5,5,2,1,51,7,1.21,0.94,1,3,1,1,2
3763,331807,Volga FO,5,5,1,1,5,3,3,3,1,74,4,1.21,0.97,1,4,1,1,1
3764,331807,Volga FO,4,4,1,5,5,4,4,3,2,48,7,0.6,0.37,0,3,3,1,2
3765,332807,Volga FO,1,3,1,88,6,1,3,3,2,59,5,2.03,1.59,0,3,1,1,
3766,332807,Volga FO,5,2,1,88,6,1,3,4,2,79,4,1.02,0.79,0,4,1,1,
3771,332807,Volga FO,3,1,2,88,7,0,2,2,2,26,7,1.02,0.89,0,1,3,0,
3773,332807,Volga FO,6,3,1,88,8,5,5,3,2,60,7,0.51,0.26,0,4,2,1,
3775,332807,Volga FO,7,0,2,88,7,0,2,2,2,22,5,1.02,0.77,0,1,3,0,
3776,332807,Volga FO,1,0,2,88,10,0,2,1,2,40,4,0.51,0.33,0,2,2,0,
3778,332807,Volga FO,6,4,1,88,5,2,4,4,2,82,2,1.02,1.45,0,4,2,1,
3791,332807,Volga FO,2,5,1,88,5,0,5,3,1,54,5,1.02,1.12,1,3,1,1,
3792,332807,Volga FO,5,0,2,88,3,0,1,5,2,76,7,1.02,0.53,0,4,2,0,
3793,332807,Volga FO,3,5,1,5,7,3,5,3,2,47,5,1.02,0.66,0,3,2,1,2
3795,332807,Volga FO,2,8,1,9,9,5,7,2,1,31,7,1.02,0.97,1,2,1,1,3
3801,341807,Volga FO,4,6,1,2,6,3,6,3,1,38,7,0.73,0.57,1,2,2,1,1
3804,341807,Volga FO,7,4,2,7,8,4,3,2,1,37,6,1.46,1.13,1,2,1,0,3
3805,341807,Volga FO,4,5,1,5,5,5,5,3,1,30,4,1.46,1.25,1,2,1,1,2
3806,341807,Volga FO,7,8,1,10,9,8,9,1,2,20,4,2.19,1.65,0,1,3,1,3
3807,341807,Volga FO,3,5,1,2,6,4,8,3,2,55,7,0.73,0.38,0,3,2,1,1
3808,341807,Volga FO,7,7,2,5,4,,4,4,2,28,2,0.73,0.76,0,1,3,0,2
3811,341807,Volga FO,5,9,1,2,8,5,3,2,2,55,4,1.46,1.14,0,3,1,1,1
3813,341807,Volga FO,5,4,1,4,4,4,5,3,2,50,5,1.46,0.94,0,3,1,1,1
3814,341807,Volga FO,5,3,1,3,5,3,7,3,1,64,7,1.46,1.72,1,4,1,1,1
3817,342807,Volga FO,0,0,3,88,0,0,0,2,1,18,2,2.08,2.55,1,1,3,0,
3821,342807,Volga FO,7,2,1,7,4,2,1,3,2,21,6,2.08,1.83,0,1,1,1,3
3822,342807,Volga FO,1,5,1,2,7,6,6,1,1,27,7,2.08,1.99,1,1,1,1,1
3824,342807,Volga FO,7,2,1,88,5,2,3,3,2,29,4,1.04,0.79,0,1,1,1,
3826,342807,Volga FO,7,5,1,5,8,7,7,3,2,25,7,0.52,0.46,0,1,3,1,2
3827,342807,Volga FO,6,4,1,6,7,6,6,3,1,59,4,1.56,1.26,1,3,1,1,3
3828,342807,Volga FO,5,4,2,5,,6,5,3,2,22,7,0.52,0.46,0,1,3,0,2
3853,351807,Volga FO,7,4,2,5,7,4,4,2,2,67,5,1.05,0.82,0,4,2,0,2
3854,351807,Volga FO,5,3,1,6,7,6,6,2,2,34,7,2.09,1.84,0,2,1,1,3
3855,351807,Volga FO,7,7,1,6,8,4,7,3,2,38,5,2.09,1.35,0,2,1,1,3
3857,351807,Volga FO,7,7,1,7,8,4,7,3,2,64,5,0.52,0.41,0,4,2,1,3
3858,351807,Volga FO,7,1,2,5,10,0,5,1,2,21,6,1.57,1.38,0,1,3,0,2
3859,351807,Volga FO,7,7,1,7,8,4,7,3,2,40,7,1.57,0.96,0,2,1,1,3
3860,351807,Volga FO,,0,2,5,9,6,3,1,2,28,7,0.52,0.46,0,1,3,0,2
3866,352807,Volga FO,7,10,1,8,7,3,9,4,2,66,5,0.48,0.38,0,4,2,1,3
3867,352807,Volga FO,7,7,1,6,8,4,7,3,2,70,2,0.97,1.38,0,4,1,1,3
3868,352807,Volga FO,7,3,2,5,10,4,6,1,2,20,4,0.97,0.73,0,1,3,0,2
3869,352807,Volga FO,7,9,1,7,7,4,6,2,2,27,7,0.97,0.85,0,1,1,1,3
3870,352807,Volga FO,,4,1,5,7,3,5,2,2,29,7,0.48,0.42,0,1,3,1,2
3871,352807,Volga FO,,2,2,5,9,0,2,2,1,39,5,1.45,1.6,1,2,1,0,2
3872,352807,Volga FO,,4,1,5,9,4,4,1,2,23,6,1.45,1.27,0,1,3,1,2
3873,352807,Volga FO,7,3,1,6,7,6,6,2,2,63,7,1.94,1,0,4,1,1,3
3876,352807,Volga FO,7,8,1,8,8,3,9,4,2,62,7,1.45,0.75,0,4,1,1,3
3877,352807,Volga FO,,5,1,7,8,3,7,1,2,28,7,0.97,0.85,0,1,1,1,3
3878,352807,Volga FO,7,8,1,8,7,3,9,4,2,68,1,0.48,0.69,0,4,2,1,3
3901,301,Volga FO,6,4,2,5,6,3,4,3,2,45,5,1.32,0.85,0,3,1,0,2
3902,301,Volga FO,5,4,1,3,4,4,4,3,2,45,7,0.66,0.4,0,3,2,1,1
3904,301,Volga FO,6,9,1,2,7,6,7,2,2,28,4,1.32,0.99,0,1,1,1,1
3905,301,Volga FO,7,5,1,8,6,4,6,3,1,25,4,1.32,1.13,1,1,1,1,3
3906,301,Volga FO,7,6,1,2,7,5,5,4,2,45,5,0.66,0.43,0,3,2,1,1
3908,301,Volga FO,7,8,1,5,8,4,5,2,2,49,7,1.32,0.8,0,3,1,1,2
3909,301,Volga FO,7,5,2,0,3,3,2,3,1,52,5,1.97,2.18,1,3,1,0,1
3910,301,Volga FO,7,1,2,5,6,3,2,2,1,30,5,0.66,0.56,1,2,3,0,2
3911,301,Volga FO,7,4,1,5,7,4,6,3,2,40,5,1.97,1.28,0,2,1,1,2
3913,301,Volga FO,7,6,1,5,7,4,5,2,2,54,7,0.67,0.41,0,3,3,1,2
3917,301,Volga FO,7,4,1,5,7,3,3,2,1,26,7,1.33,1.28,1,1,1,1,2
3918,301,Volga FO,6,3,1,4,6,4,3,3,2,30,5,0.67,0.5,0,2,2,1,1
3951,302,Volga FO,3,7,3,6,3,5,5,3,2,18,4,2.53,1.91,0,1,3,0,3
3952,302,Volga FO,3,0,2,8,4,2,0,3,1,26,7,1.01,0.97,1,1,3,0,3
3953,302,Volga FO,5,5,1,10,4,0,0,4,2,77,4,1.52,1.18,0,4,2,1,3
3954,302,Volga FO,2,4,1,3,3,4,3,3,1,22,5,1.01,0.87,1,1,3,1,1
3956,302,Volga FO,6,7,1,4,8,3,2,2,1,41,7,1.52,1.18,1,2,1,1,1
3961,302,Volga FO,6,3,1,5,3,3,2,4,2,64,7,0.51,0.26,0,4,3,1,2
3962,302,Volga FO,3,0,2,8,5,3,3,3,1,60,5,0.51,0.41,1,4,2,0,3
3964,302,Volga FO,3,3,1,5,5,4,3,3,1,38,7,1.54,1.19,1,2,1,1,2
3965,302,Volga FO,4,2,2,88,1,2,1,3,1,47,4,1.02,1.13,1,3,1,0,
3966,302,Volga FO,4,3,1,5,8,4,5,3,2,41,7,1.02,0.63,0,2,3,1,2
3968,302,Volga FO,5,4,1,5,4,3,4,3,2,53,4,2.05,1.33,0,3,2,1,2
3969,302,Volga FO,1,3,1,88,7,5,5,2,2,29,7,0.51,0.45,0,1,3,1,
3970,302,Volga FO,7,1,2,5,2,2,3,4,1,32,4,1.02,0.88,1,2,3,0,2
3972,302,Volga FO,7,4,2,88,3,2,3,3,1,52,4,1.54,1.69,1,3,1,0,
3973,302,Volga FO,7,10,1,5,3,2,1,3,1,62,5,1.02,0.83,1,4,1,1,2
3974,302,Volga FO,7,3,1,88,3,3,3,4,2,60,4,1.02,0.8,0,4,1,1,
3975,302,Volga FO,6,1,2,88,3,4,3,3,1,40,4,0.51,0.56,1,2,2,0,
3976,302,Volga FO,1,5,1,8,5,3,0,2,2,25,7,1.02,0.9,0,1,3,1,3
4003,303,Volga FO,7,0,1,5,4,1,4,3,2,73,4,0.36,0.28,0,4,2,1,2
4005,303,Volga FO,7,2,1,88,7,6,7,3,2,60,4,0.73,0.57,0,4,1,1,
4006,303,Volga FO,4,7,1,5,8,4,8,2,2,48,4,1.45,0.94,0,3,1,1,2
4008,303,Volga FO,2,3,1,7,6,4,4,3,2,44,5,0.36,0.23,0,2,1,1,3
4009,303,Volga FO,7,7,2,5,5,5,6,3,2,50,5,1.45,0.94,0,3,1,0,2
4011,303,Volga FO,2,5,2,8,10,5,10,2,2,20,4,0.73,0.55,0,1,3,0,3
4013,303,Volga FO,4,0,1,5,3,0,1,2,1,59,7,0.73,0.85,1,3,1,1,2
4014,303,Volga FO,6,0,1,5,2,2,2,3,2,49,5,1.45,0.94,0,3,2,1,2
4015,303,Volga FO,7,5,1,88,6,5,9,4,2,79,7,0.42,0.22,0,4,2,1,
4016,303,Volga FO,7,9,1,7,8,5,10,,2,75,5,0.85,0.66,0,4,2,1,3
4018,303,Volga FO,,1,1,5,8,5,5,3,2,48,7,0.42,0.26,0,3,2,1,2
4019,303,Volga FO,5,1,2,2,8,5,1,3,1,27,7,0.85,0.81,1,1,1,0,1
4020,303,Volga FO,7,5,2,5,5,7,7,2,2,20,4,0.85,0.64,0,1,3,0,2
4024,303,Volga FO,3,,2,88,5,,2,3,2,46,7,1.27,0.78,0,3,1,0,
4025,303,Volga FO,7,9,1,88,7,7,8,4,2,71,5,0.42,0.33,0,4,2,1,
4026,303,Volga FO,3,5,2,7,9,3,3,2,2,50,7,0.42,0.26,0,3,2,0,3
4027,303,Volga FO,6,0,1,88,7,,8,4,2,75,5,0.42,0.33,0,4,2,1,
4028,303,Volga FO,,3,2,5,3,5,0,2,1,43,7,0.85,0.66,1,2,1,0,2
4056,304,Volga FO,0,5,1,88,7,6,,3,2,23,7,1.01,0.89,0,1,3,1,
4060,304,Volga FO,3,3,3,5,7,,3,2,2,17,4,1.52,1.15,0,1,3,0,2
4069,304,Volga FO,0,5,1,5,5,5,5,3,1,48,7,1.82,1.41,1,3,1,1,2
4070,304,Volga FO,6,9,1,5,7,8,8,2,2,19,4,1.21,0.91,0,1,3,1,2
4085,304,Volga FO,5,1,3,88,4,3,1,3,2,18,4,3.04,2.29,0,1,3,0,
4102,305,Volga FO,7,5,2,5,4,4,2,3,1,47,7,1.48,1.15,1,3,1,0,2
4103,305,Volga FO,4,3,1,3,0,0,1,3,1,66,5,1.97,1.59,1,4,1,1,1
4104,305,Volga FO,3,3,1,6,4,5,5,2,2,24,5,0.49,0.37,0,1,3,1,3
4107,305,Volga FO,1,8,2,5,4,4,1,3,2,49,4,1.48,0.96,0,3,2,0,2
4108,305,Volga FO,7,9,3,5,8,6,7,1,1,15,2,0.99,1.21,1,1,3,0,2
4115,305,Volga FO,6,6,3,88,9,,0,1,1,17,4,1.23,1.06,1,1,3,0,
4117,305,Volga FO,4,0,1,5,1,3,6,3,2,57,7,1.23,0.64,0,3,2,1,2
4120,305,Volga FO,5,1,2,88,10,5,4,2,2,44,5,0.41,0.27,0,2,2,0,
4124,305,Volga FO,7,0,2,0,8,0,0,3,1,53,7,1.23,0.96,1,3,1,0,1
4126,305,Volga FO,7,2,1,8,5,5,5,3,1,72,7,0.49,0.58,1,4,2,1,3
4128,305,Volga FO,3,0,1,7,1,2,0,3,1,41,5,0.99,1.09,1,2,2,1,3
4129,305,Volga FO,7,0,1,8,4,2,1,4,2,78,7,0.82,0.42,0,4,1,1,3
4130,305,Volga FO,3,1,1,8,9,3,4,1,1,24,5,0.41,0.35,1,1,3,1,3
4132,305,Volga FO,1,0,1,10,9,4,3,2,2,23,7,1.23,1.08,0,1,3,1,3
4151,306,Volga FO,6,8,1,88,4,,8,3,1,57,4,0.69,0.56,1,3,2,1,
